Surah,Ayah,Text,Label
34,23,"""No intercession can avail in His Presence, except for those for whom He has granted permission. So far (is this the case) that, when terror is removed from their hearts (at the Day of Judgment, then) will they say, 'what is it that your Lord commanded?' they will say, 'That which is true and just; and He is the Most High Most Great'.""",['aqidah']
34,24,"Say: ""Who gives you sustenance, from the heavens and the earth?"" Say: ""It is Allah; and certain it is that either we or ye are on right guidance or in manifest error!""",['aqidah']
34,26,"Say: ""Our Lord will gather us together and will in the end decide the matter between us (and you) in truth and justice: and He is the one to decide, the One Who knows all.""",['aqidah']
34,27,"Say: ""Show me those whom ye have joined with Him as partners: by no means (can ye). Nay, He is Allah, the Exalted in Power, the Wise.""",['aqidah']
34,28,"We have not sent thee but as a universal (Messenger) to men, giving them glad tidings, and warning them (against sin), but most men understand not.","['aqidah', 'alam-dunia']"
34,31,"The Unbelievers say: ""We shall neither believe in this scripture nor in (any) that (came) before it."" Couldst thou but see when the wrong-doers will be made to stand before their Lord, throwing back the word (of blame) on one another! Those who had been despised will say to the arrogant ones: ""Had it not been for you, we should certainly have been believers!""","['aqidah', 'alam-akhirat']"
34,32,"The arrogant ones will say to those who had been despised: ""Was it we who kept you back from Guidance after it reached you? Nay, rather, it was ye who transgressed.",['alam-akhirat']
34,33,"Those who had been despised will say to the arrogant ones: ""Nay! it was a plot (of yours) by day and by night: Behold! Ye (constantly) ordered us to be ungrateful to Allah and to attribute equals to Him!"" They will declare (their) repentance when they see the Penalty: We shall put yokes on the necks of the Unbelievers: It would only be a requital for their (ill) Deeds.",['alam-akhirat']
34,34,"Never did We send a warner to a population, but the wealthy ones among them said: ""We believe not in the (Message) with which ye have been sent.""","['aqidah', 'alam-dunia']"
34,35,"They said: ""We have more in wealth and in sons, and we cannot be punished.""","['aqidah', 'alam-dunia']"
34,36,"Say: ""Verily my Lord enlarges and restricts the Provision to whom He pleases, but most men understand not.""","['aqidah', 'ilmu', 'alam-dunia']"
34,37,"It is not your wealth nor your sons, that will bring you nearer to Us in degree: but only those who believe and work righteousness - these are the ones for whom there is a multiplied Reward for their deeds, while secure they (reside) in the dwellings on high!",['syariah']
34,39,"Say: ""Verily my Lord enlarges and restricts the Sustenance to such of his servants as He pleases: and nothing do ye spend in the least (in His cause) but He replaces it: for He is the Best of those who grant Sustenance.","['aqidah', 'ilmu']"
34,40,"One Day He will gather them all together, and say to the angels, ""Was it you that these men used to worship?""","['aqidah', 'kisah', 'alam-ghaib', 'alam-akhirat']"
34,41,"They will say, ""Glory to Thee! our (tie) is with Thee - as Protector - not with them. Nay, but they worshipped the Jinns: most of them believed in them.""","['aqidah', 'kisah', 'alam-ghaib', 'alam-akhirat']"
34,42,"So on that Day no power shall they have over each other, for profit or harm: and We shall say to the wrong-doers, ""Taste ye the Penalty of the Fire,- the which ye were wont to deny!""","['akhlak', 'alam-akhirat']"
34,43,"When Our Clear Signs are rehearsed to them, they say, ""This is only a man who wishes to hinder you from the (worship) which your fathers practised."" And they say, ""This is only a falsehood invented!"" and the Unbelievers say of the Truth when it comes to them, ""This is nothing but evident magic!""",['aqidah']
34,47,"Say: ""No reward do I ask of you: it is (all) in your interest: my reward is only due from Allah: And He is witness to all things.""",['syariah']
34,48,"Say: ""Verily my Lord doth cast the (mantle of) Truth (over His servants),- He that has full knowledge of (all) that is hidden.""","['aqidah', 'alam-ghaib']"
34,50,"Say: ""If I am astray, I only stray to the loss of my own soul: but if I receive guidance, it is because of the inspiration of my Lord to me: it is He Who hears all things, and is (ever) near.""","['aqidah', 'akhlak']"
35,1,"Praise be to Allah, Who created (out of nothing) the heavens and the earth, Who made the angels, messengers with wings,- two, or three, or four (pairs): He adds to Creation as He pleases: for Allah has power over all things.","['aqidah', 'kisah', 'alam-ghaib']"
35,2,"What Allah out of his Mercy doth bestow on mankind there is none can withhold: what He doth withhold, there is none can grant, apart from Him: and He is the Exalted in Power, full of Wisdom.",['aqidah']
35,3,"O men! Call to mind the grace of Allah unto you! is there a creator, other than Allah, to give you sustenance from heaven or earth? There is no god but He: how then are ye deluded away from the Truth?","['aqidah', 'alam-dunia']"
35,4,"And if they reject thee, so were messengers rejected before thee: to Allah back for decision all affairs.",['aqidah']
35,5,"O men! Certainly the promise of Allah is true. Let not then this present life deceive you, nor let the Chief Deceiver deceive you about Allah.","['aqidah', 'alam-dunia']"
35,6,"Verily Satan is an enemy to you: so treat him as an enemy. He only invites his adherents, that they may become Companions of the Blazing Fire.","['kisah', 'alam-dunia', 'alam-ghaib', 'alam-akhirat']"
35,7,"For those who reject Allah, is a terrible Penalty: but for those who believe and work righteous deeds, is Forgiveness, and a magnificent Reward.","['aqidah', 'akhlak']"
35,8,"Is he, then, to whom the evil of his conduct is made alluring, so that he looks upon it as good, (equal to one who is rightly guided)? For Allah leaves to stray whom He wills, and guides whom He wills. So let not thy soul go out in (vainly) sighing after them: for Allah knows well all that they do!","['aqidah', 'akhlak']"
35,9,"It is Allah Who sends forth the Winds, so that they raise up the Clouds, and We drive them to a land that is dead, and revive the earth therewith after its death: even so (will be) the Resurrection!",['alam-dunia']
35,11,"And Allah did create you from dust; then from a sperm-drop; then He made you in pairs. And no female conceives, or lays down (her load), but with His knowledge. Nor is a man long-lived granted length of days, nor is a part cut off from his life, but is in a Decree (ordained). All this is easy to Allah.","['aqidah', 'syariah', 'ilmu', 'alam-dunia']"
35,12,"Nor are the two bodies of flowing water alike,- the one palatable, sweet, and pleasant to drink, and the other, salt and bitter. Yet from each (kind of water) do ye eat flesh fresh and tender, and ye extract ornaments to wear; and thou seest the ships therein that plough the waves, that ye may seek (thus) of the Bounty of Allah that ye may be grateful.",['aqidah']
35,13,"He merges Night into Day, and he merges Day into Night, and he has subjected the sun and the moon (to his Law): each one runs its course for a term appointed. Such is Allah your Lord: to Him belongs all Dominion. And those whom ye invoke besides Him have not the least power.","['aqidah', 'syariah', 'alam-dunia']"
35,14,"If ye invoke them, they will not listen to your call, and if they were to listen, they cannot answer your (prayer). On the Day of Judgment they will reject your ""Partnership"". and none, (O man!) can tell thee (the Truth) like the One Who is acquainted with all things.","['aqidah', 'syariah']"
35,15,"O ye men! It is ye that have need of Allah: but Allah is the One Free of all wants, worthy of all praise.","['aqidah', 'ilmu', 'alam-dunia']"
35,18,Nor can a bearer of burdens bear another's burdens if one heavily laden should call another to (bear) his load. Not the least portion of it can be carried (by the other). Even though he be nearly related. Thou canst but admonish such as fear their Lord unseen and establish regular Prayer. And whoever purifies himself does so for the benefit of his own soul; and the destination (of all) is to Allah.,"['syariah', 'alam-ghaib']"
35,22,Nor are alike those that are living and those that are dead. Allah can make any that He wills to hear; but thou canst not make those to hear who are (buried) in graves.,['alam-ghaib']
35,23,Thou art no other than a warner.,"['aqidah', 'alam-akhirat']"
35,25,"And if they reject thee, so did their predecessors, to whom came their messengers with Clear Signs, Books of dark prophecies, and the Book of Enlightenment.",['aqidah']
35,27,"Seest thou not that Allah sends down rain from the sky? With it We then bring out produce of various colours. And in the mountains are tracts white and red, of various shades of colour, and black intense in hue.","['ilmu', 'alam-dunia']"
35,28,"And so amongst men and crawling creatures and cattle, are they of various colours. Those truly fear Allah, among His Servants, who have knowledge: for Allah is Exalted in Might, Oft-Forgiving.","['aqidah', 'alam-dunia']"
