,source,target
53153,patiently,persevere
53154,persevere,promise
53155,promise,allah
53156,allah,true
53157,true,ask
53158,ask,forgiveness
53159,forgiveness,thy
53160,thy,fault
53161,fault,celebrate
53162,celebrate,praises
53163,praises,thy
53164,thy,lord
53165,lord,evening
53166,evening,morning
53167,dispute,signs
53168,signs,allah
53169,allah,without
53170,without,authority
53171,authority,bestowed
53172,bestowed,nothing
53173,nothing,breasts
53174,breasts,quest
53175,quest,greatness
53176,greatness,shall
53177,shall,never
53178,never,attain
53179,attain,seek
53180,seek,refuge
53181,refuge,allah
53182,allah,hears
53183,hears,sees
53184,sees,things
53185,assuredly,creation
53186,creation,heavens
53187,heavens,earth
53188,earth,isgreater
53189,isgreater,matter
53190,matter,creation
53191,creation,men
53192,men,yet
53193,yet,men
53194,men,understand
53195,equal,blind
53196,blind,clearly
53197,clearly,see
53198,see,equal
53199,equal,believe
53200,believe,work
53201,work,deeds
53202,deeds,righteousness
53203,righteousness,evil
53204,evil,little
53205,little,ye
53206,ye,learn
53207,learn,admonition
53208,hour,certainly
53209,certainly,come
53210,come,therein
53211,therein,doubt
53212,doubt,yet
53213,yet,men
53214,men,believe
53215,lord,says
53216,says,call
53217,call,answer
53218,answer,prayer
53219,prayer,arrogant
53220,arrogant,serve
53221,serve,surely
53222,surely,find
53223,find,hell
53224,hell,humiliation
53225,allah,made
53226,made,night
53227,night,ye
53228,ye,may
53229,may,rest
53230,rest,therein
53231,therein,days
53232,days,helps
53233,helps,see
53234,see,verily
53235,verily,allah
53236,allah,full
53237,full,grace
53238,grace,bounty
53239,bounty,men
53240,men,yet
53241,yet,men
53242,men,give
53243,give,thanks
53244,allah,lord
53245,lord,creator
53246,creator,things
53247,things,god
53248,god,ye
53249,ye,deluded
53250,deluded,away
53251,away,truth
53252,thus,deluded
53253,deluded,wont
53254,wont,reject
53255,reject,signs
53256,signs,allah
53257,allah,made
53258,made,earth
53259,earth,asresting
53260,asresting,place
53261,place,sky
53262,sky,ascanopy
53263,ascanopy,given
53264,given,shape
53265,shape,made
53266,made,shapes
53267,shapes,beautiful
53268,beautiful,provided
53269,provided,sustenance
53270,sustenance,things
53271,things,pure
53272,pure,good
53273,good,allah
53274,allah,lord
53275,lord,glory
53276,glory,allah
53277,allah,lord
53278,lord,worlds
53279,living,one
53280,one,god
53281,god,call
53282,call,upon
53283,upon,giving
53284,giving,sincere
53285,sincere,devotion
53286,devotion,praise
53287,praise,allah
53288,allah,lord
53289,lord,worlds
53290,say,forbidden
53291,forbidden,invoke
53292,invoke,ye
53293,ye,invoke
53294,invoke,besides
53295,besides,allah
53296,allah,seeing
53297,seeing,clear
53298,clear,signs
53299,signs,come
53300,come,lord
53301,lord,andhave
53302,andhave,commanded
53303,commanded,bow
53304,bow,islam
53305,islam,lord
53306,lord,worlds
53307,created,dust
53308,dust,fromsperm
53309,fromsperm,drop
53310,drop,fromleech
53311,fromleech,like
53312,like,clot
53313,clot,get
53314,get,light
53315,light,aschild
53316,aschild,lets
53317,lets,grow
53318,grow,reach
53319,reach,age
53320,age,full
53321,full,strength
53322,strength,lets
53323,lets,become
53324,become,old
53325,old,though
53326,though,die
53327,die,lets
53328,lets,reachterm
53329,reachterm,appointed
53330,appointed,order
53331,order,ye
53332,ye,may
53333,may,learn
53334,learn,wisdom
53335,gives,life
53336,life,death
53337,death,decides
53338,decides,upon
53339,upon,affair
53340,affair,says
53341,seest,thou
53342,thou,dispute
53343,dispute,concerning
53344,concerning,signs
53345,signs,allah
53346,allah,turned
53347,turned,away
53348,away,reality
53349,reject,book
53350,book,revelations
53351,revelations,sent
53352,sent,messengers
53353,messengers,soon
53354,soon,shall
53355,shall,know
53356,yokes,shall
53357,shall,round
53358,round,necks
53359,necks,chains
53360,chains,shall
53361,shall,dragged
53362,dragged,along
53363,boiling,fetid
53364,fetid,fluid
53365,fluid,fire
53366,fire,shall
53367,shall,burned
53368,shall,said
53369,said,deities
53370,deities,ye
53371,ye,gave
53372,gave,part
53373,part,worship
53374,derogation,allah
53375,allah,reply
53376,reply,left
53377,left,us
53378,us,lurch
53379,lurch,nay
53380,nay,invoked
53381,invoked,old
53382,old,anything
53383,anything,real
53384,real,existence
53385,existence,thus
53386,thus,allah
53387,allah,leave
53388,leave,unbelievers
53389,unbelievers,stray
53390,ye,wont
53391,wont,rejoice
53392,rejoice,earth
53393,earth,things
53394,things,truth
53395,truth,ye
53396,ye,wont
53397,wont,insolent
53398,enter,ye
53399,ye,gates
53400,gates,hell
53401,hell,dwell
53402,dwell,therein
53403,therein,evil
53404,evil,abode
53405,abode,arrogant
53406,persevere,patience
53407,patience,promise
53408,promise,allah
53409,allah,true
53410,true,whether
53411,whether,show
53412,show,thee
53413,thee,life
53414,life,part
53415,part,promise
53416,promise,take
53417,take,thy
53418,thy,soul
53419,soul,mercy
53420,mercy,case
53421,case,us
53422,us,shall
53423,shall,return
53424,aforetime,send
53425,send,messengers
53426,messengers,thee
53427,thee,whose
53428,whose,story
53429,story,related
53430,related,thee
53431,thee,whose
53432,whose,story
53433,story,related
53434,related,thee
53435,thee,possible
53436,possible,messenger
53437,messenger,bringsign
53438,bringsign,except
53439,except,leave
53440,leave,allah
53441,allah,command
53442,command,allah
53443,allah,issued
53444,issued,matter
53445,matter,decided
53446,decided,truth
53447,truth,justice
53448,justice,perished
53449,perished,stood
53450,stood,falsehoods
53451,allah,made
53452,made,cattle
53453,cattle,ye
53454,ye,may
53455,may,use
53456,use,riding
53457,riding,food
53458,advantages,besides
53459,besides,ye
53460,ye,may
53461,may,attain
53462,attain,need
53463,need,may
53464,may,hearts
53465,hearts,ships
53466,ships,ye
53467,ye,carried
53468,shows,always
53469,always,signs
53470,signs,signs
53471,signs,allah
53472,allah,ye
53473,ye,deny
53474,travel,earth
53475,earth,see
53476,see,end
53477,end,numerous
53478,numerous,superior
53479,superior,strength
53480,strength,traces
53481,traces,left
53482,left,land
53483,land,yet
53484,yet,accomplished
53485,accomplished,profit
53486,messengers,came
53487,came,clear
53488,clear,signs
53489,signs,exulted
53490,exulted,knowledge
53491,knowledge,skill
53492,skill,wrath
53493,wrath,wont
53494,wont,scoff
53495,scoff,hemmed
53496,saw,punishment
53497,punishment,said
53498,said,believe
53499,believe,allah
53500,allah,one
53501,one,allah
53502,allah,reject
53503,reject,partners
53504,partners,used
53505,used,join
53506,professing,faith
53507,faith,actually
53508,actually,saw
53509,saw,punishment
53510,punishment,going
53511,going,profit
53512,profit,allah
53513,allah,way
53514,way,dealing
53515,dealing,servants
53516,servants,ancient
53517,ancient,times
53518,times,even
53519,even,thus
53520,thus,rejecters
53521,rejecters,allah
53522,allah,perish
53523,perish,utterly
53524,ha,mim
53525,revelation,allah
53526,allah,gracious
53527,gracious,merciful
53528,book,whereof
53529,whereof,verses
53530,verses,explained
53531,explained,detail
53532,detail,qur
53533,qur,arabic
53534,arabic,people
53535,people,understand
53536,giving,good
53537,good,news
53538,news,admonition
53539,admonition,yet
53540,yet,turn
53541,turn,away
53542,away,hear
53543,say,hearts
53544,hearts,veils
53545,veils,concealed
53546,concealed,thou
53547,thou,dost
53548,dost,invite
53549,invite,us
53550,us,ears
53551,ears,indeafness
53552,indeafness,us
53553,us,thee
53554,thee,isscreen
53555,isscreen,thou
53556,thou,thou
53557,thou,wilt
53558,wilt,us
53559,us,shall
53560,say,thou
53561,thou,butman
53562,butman,like
53563,like,revealed
53564,revealed,inspiration
53565,inspiration,allah
53566,allah,one
53567,one,allah
53568,allah,stand
53569,stand,true
53570,true,ask
53571,ask,forgiveness
53572,forgiveness,woe
53573,woe,join
53574,join,gods
53575,gods,allah
53576,practise,regular
53577,regular,charity
53578,charity,even
53579,even,deny
53580,deny,hereafter
53581,believe,work
53582,work,deeds
53583,deeds,righteousness
53584,righteousness,isreward
53585,isreward,never
53586,never,fail
53587,say,ye
53588,ye,deny
53589,deny,created
53590,created,earth
53591,earth,two
53592,two,days
53593,days,ye
53594,ye,join
53595,join,equals
53596,equals,lord
53597,lord,worlds
53598,set,earth
53599,earth,mountains
53600,mountains,standing
53601,standing,firm
53602,firm,high
53603,high,bestowed
53604,bestowed,blessings
53605,blessings,earth
53606,earth,measure
53607,measure,therein
53608,therein,things
53609,things,give
53610,give,nourishment
53611,nourishment,due
53612,due,proportion
53613,proportion,four
53614,four,days
53615,days,accordance
53616,accordance,needs
53617,needs,seek
53618,seek,sustenance
53619,moreover,comprehended
53620,comprehended,design
53621,design,sky
53622,sky,smoke
53623,smoke,said
53624,said,earth
53625,earth,come
53626,come,ye
53627,ye,together
53628,together,willingly
53629,willingly,unwillingly
53630,unwillingly,said
53631,said,come
53632,come,together
53633,together,willing
53634,willing,obedience
53635,completed,seven
53636,seven,firmaments
53637,firmaments,two
53638,two,days
53639,days,assigned
53640,assigned,heaven
53641,heaven,duty
53642,duty,command
53643,command,adorned
53644,adorned,lower
53645,lower,heaven
53646,heaven,lights
53647,lights,provided
53648,provided,guard
53649,guard,decree
53650,decree,exalted
53651,exalted,might
53652,might,full
53653,full,knowledge
53654,turn,away
53655,away,say
53656,say,thou
53657,thou,warned
53658,warned,ofstunning
53659,ofstunning,punishment
53660,punishment,thunder
53661,thunder,lightning
53662,lightning,like
53663,like,overtook
53664,overtook,ad
53665,ad,thamud
53666,behold,messengers
53667,messengers,came
53668,came,behind
53669,behind,preaching
53670,preaching,serve
53671,serve,none
53672,none,allah
53673,allah,said
53674,said,lord
53675,lord,pleased
53676,pleased,would
53677,would,certainly
53678,certainly,sent
53679,sent,angels
53680,angels,preach
53681,preach,reject
53682,reject,mission
53683,mission,altogether
53684,ad,behaved
53685,behaved,arrogantly
53686,arrogantly,land
53687,land,truth
53688,truth,reason
53689,reason,said
53690,said,superior
53691,superior,us
53692,us,strength
53693,strength,see
53694,see,allah
53695,allah,created
53696,created,superior
53697,superior,strength
53698,strength,continued
53699,continued,reject
53700,reject,signs
53701,sent,themfurious
53702,themfurious,wind
53703,wind,days
53704,days,disaster
53705,disaster,might
53706,might,give
53707,give,themtaste
53708,themtaste,ofpenalty
53709,ofpenalty,humiliation
53710,humiliation,life
53711,life,penalty
53712,penalty,ofhereafter
53713,ofhereafter,humiliating
53714,humiliating,still
53715,still,find
53716,find,help
53717,thamud,gave
53718,gave,guidance
53719,guidance,preferred
53720,preferred,blindness
53721,blindness,heart
53722,heart,guidance
53723,guidance,stunning
53724,stunning,punishment
53725,punishment,humiliation
53726,humiliation,seized
53727,seized,earned
53728,delivered,believed
53729,believed,practised
53730,practised,righteousness
53731,day,enemies
53732,enemies,allah
53733,allah,gathered
53734,gathered,together
53735,together,fire
53736,fire,marched
53737,marched,ranks
53738,length,reach
53739,reach,fire
53740,fire,hearing
53741,hearing,sight
53742,sight,skins
53743,skins,bear
53744,bear,witness
53745,witness,deeds
53746,say,skins
53747,skins,bear
53748,bear,ye
53749,ye,witness
53750,witness,us
53751,us,say
53752,say,allah
53753,allah,hath
53754,hath,given
53755,given,us
53756,us,speech
53757,speech,giveth
53758,giveth,speech
53759,speech,everything
53760,everything,created
53761,created,first
53762,first,time
53763,time,unto
53764,unto,ye
53765,ye,return
53766,ye,seek
53767,seek,hide
53768,hide,lest
53769,lest,hearing
53770,hearing,sight
53771,sight,skins
53772,skins,bear
53773,bear,witness
53774,witness,ye
53775,ye,think
53776,think,allah
53777,allah,knew
53778,knew,many
53779,many,things
53780,things,ye
53781,ye,used
53782,thought,ye
53783,ye,entertain
53784,entertain,concerning
53785,concerning,lord
53786,lord,hath
53787,hath,brought
53788,brought,destruction
53789,destruction,ye
53790,ye,become
53791,become,utterly
53792,utterly,lost
53793,patience,fire
53794,fire,behome
53795,behome,beg
53796,beg,received
53797,received,favour
53798,favour,favour
53799,favour,received
53800,destined,intimate
53801,intimate,companions
53802,companions,like
53803,like,nature
53804,nature,made
53805,made,alluring
53806,alluring,behind
53807,behind,sentence
53808,sentence,among
53809,among,previous
53810,previous,generations
53811,generations,jinns
53812,jinns,men
53813,men,passed
53814,passed,away
53815,away,proved
53816,proved,utterly
53817,utterly,lost
53818,unbelievers,say
53819,say,listen
53820,listen,qur
53821,qur,talk
53822,talk,random
53823,random,midst
53824,midst,reading
53825,reading,ye
53826,ye,may
53827,may,gain
53828,gain,upper
53829,upper,hand
53830,certainly,give
53831,give,unbelieverstaste
53832,unbelieverstaste,ofsevere
53833,ofsevere,penalty
53834,penalty,requite
53835,requite,worst
53836,worst,deeds
53837,requital,enemies
53838,enemies,allah
53839,allah,fire
53840,fire,therein
53841,therein,eternal
53842,eternal,home
53843,home,fit
53844,fit,requital
53845,requital,wont
53846,wont,reject
53847,reject,signs
53848,unbelievers,say
53849,say,lord
53850,lord,show
53851,show,us
53852,us,among
53853,among,jinns
53854,jinns,men
53855,men,misled
53856,misled,us
53857,us,shall
53858,shall,crush
53859,crush,beneath
53860,beneath,feet
53861,feet,become
53862,become,vilest
53863,case,say
53864,say,lord
53865,lord,allah
53866,allah,stand
53867,stand,straight
53868,straight,steadfast
53869,steadfast,angels
53870,angels,descend
53871,descend,time
53872,time,time
53873,time,fear
53874,fear,ye
53875,ye,suggest
53876,suggest,grieve
53877,grieve,receive
53878,receive,glad
53879,glad,tidings
53880,tidings,garden
53881,garden,bliss
53882,bliss,ye
53883,ye,promised
53884,protectors,life
53885,life,hereafter
53886,hereafter,therein
53887,therein,shall
53888,shall,ye
53889,ye,souls
53890,souls,shall
53891,shall,desire
53892,desire,therein
53893,therein,shall
53894,shall,ye
53895,ye,ye
53896,ye,ask
53897,hospitable,gift
53898,gift,one
53899,one,oft
53900,oft,forgiving
53901,forgiving,merciful
53902,better,speech
53903,speech,one
53904,one,calls
53905,calls,men
53906,men,allah
53907,allah,works
53908,works,righteousness
53909,righteousness,says
53910,says,bow
53911,bow,islam
53912,goodness,evil
53913,evil,equal
53914,equal,repel
53915,repel,evil
53916,evil,better
53917,better,thee
53918,thee,hatred
53919,hatred,become
53920,become,thy
53921,thy,friend
53922,friend,intimate
53923,one,granted
53924,granted,goodness
53925,goodness,except
53926,except,exercise
53927,exercise,patience
53928,patience,self
53929,self,restraint
53930,restraint,none
53931,none,persons
53932,persons,greatest
53933,greatest,good
53934,good,fortune
53935,time,incitement
53936,incitement,discord
53937,discord,made
53938,made,thee
53939,thee,evil
53940,evil,one
53941,one,seek
53942,seek,refuge
53943,refuge,allah
53944,allah,one
53945,one,hears
53946,hears,knows
53947,knows,things
53948,among,signs
53949,signs,night
53950,night,day
53951,day,sun
53952,sun,moon
53953,moon,prostrate
53954,prostrate,sun
53955,sun,moon
53956,moon,prostrate
53957,prostrate,allah
53958,allah,created
53959,created,ye
53960,ye,wish
53961,wish,serve
53962,unbelievers,arrogant
53963,arrogant,matter
53964,matter,presence
53965,presence,thy
53966,thy,lord
53967,lord,celebrate
53968,celebrate,praises
53969,praises,night
53970,night,day
53971,day,never
53972,never,flag
53973,flag,feel
53974,among,signs
53975,signs,thou
53976,thou,seest
53977,seest,earth
53978,earth,barren
53979,barren,desolate
